1;ENSG00000099622
2;ENSG00000150347
3;ENSG00000159216
4;ENSG00000120694
5;ENSG00000134107
6;ENSG00000067082
7;ENSG00000148926
8;ENSG00000115306
9;ENSG00000115738
10;ENSG00000112715
11;ENSG00000116741
12;ENSG00000170525
13;ENSG00000163110
14;ENSG00000162772
15;ENSG00000054523
16;ENSG00000127603
17;ENSG00000003402
18;ENSG00000196372
19;ENSG00000118503
20;ENSG00000122952
21;ENSG00000109861
22;ENSG00000147852
23;ENSG00000197063
24;ENSG00000140416
25;ENSG00000109971
26;ENSG00000198363
27;ENSG00000124588
28;ENSG00000095383
29;ENSG00000165030
30;ENSG00000124831
31;ENSG00000171793
32;ENSG00000196923
33;ENSG00000120738
34;ENSG00000188529
35;ENSG00000101191
36;ENSG00000157557
37;ENSG00000112972
38;ENSG00000117616
39;ENSG00000125968
40;ENSG00000023445
41;ENSG00000196781
42;ENSG00000125844
43;ENSG00000182287
44;ENSG00000173559
45;ENSG00000072274
46;ENSG00000129292
47;ENSG00000221978
48;ENSG00000147872
49;ENSG00000166012
50;ENSG00000174306
51;ENSG00000114770
52;ENSG00000177606
53;ENSG00000116560
54;ENSG00000185022
55;ENSG00000013441
56;ENSG00000102178
57;ENSG00000115758
58;ENSG00000119397
59;ENSG00000141447
60;ENSG00000110911
61;ENSG00000086061
62;ENSG00000141644
63;ENSG00000065150
64;ENSG00000004455
65;ENSG00000152795
66;ENSG00000006652
67;ENSG00000106077
68;ENSG00000120129
69;ENSG00000134690
70;ENSG00000148090
71;ENSG00000133943
72;ENSG00000114857
73;ENSG00000198431
74;ENSG00000166900
75;ENSG00000120833
76;ENSG00000133794
77;ENSG00000005810
78;ENSG00000088448
79;ENSG00000124523
80;ENSG00000136824
81;ENSG00000139112
82;ENSG00000135069
83;ENSG00000165475
84;ENSG00000121579
85;ENSG00000079332
86;ENSG00000159140
87;ENSG00000127824
88;ENSG00000180817
89;ENSG00000213626
90;ENSG00000149809
91;ENSG00000185650
92;ENSG00000023287
93;ENSG00000010292
94;ENSG00000101109
95;ENSG00000169919
96;ENSG00000011422
97;ENSG00000105993
98;ENSG00000107201
99;ENSG00000103353
100;ENSG00000105516
101;ENSG00000147548
102;ENSG00000213347
103;ENSG00000131979
104;ENSG00000134324
105;ENSG00000169504
106;ENSG00000116604
107;ENSG00000116260
108;ENSG00000143622
109;ENSG00000113161
110;ENSG00000100380
111;ENSG00000115641
112;ENSG00000159259
113;ENSG00000070214
114;ENSG00000101187
115;ENSG00000099860
116;ENSG00000134313
117;ENSG00000135930
118;ENSG00000171467
119;ENSG00000087074
120;ENSG00000147421
121;ENSG00000167522
122;ENSG00000198625
123;ENSG00000176974
124;ENSG00000101255
125;ENSG00000175197
126;ENSG00000077684
127;ENSG00000133789
128;ENSG00000165795
129;ENSG00000148459
130;ENSG00000111371
131;ENSG00000205726
132;ENSG00000101745
133;ENSG00000164830
134;ENSG00000146143
135;ENSG00000166508
136;ENSG00000176463
137;ENSG00000244754
138;ENSG00000086300
139;ENSG00000134294
140;ENSG00000157954
141;ENSG00000124181
142;ENSG00000206053
143;ENSG00000101290
144;ENSG00000116679
145;ENSG00000047849
146;ENSG00000071539
147;ENSG00000137575
148;ENSG00000123933
149;ENSG00000160310
150;ENSG00000120686
151;ENSG00000106344
152;ENSG00000166387
153;ENSG00000135316
154;ENSG00000156787
155;ENSG00000153250
156;ENSG00000131153
157;ENSG00000174197
158;ENSG00000132002
159;ENSG00000068028
160;ENSG00000136811
161;ENSG00000101019
162;ENSG00000125818
163;ENSG00000127481
164;ENSG00000171552
165;ENSG00000164733
166;ENSG00000070495
167;ENSG00000064393
168;ENSG00000100201
169;ENSG00000111276
170;ENSG00000163660
171;ENSG00000157106
172;ENSG00000068078
173;ENSG00000050344
174;ENSG00000095787
175;ENSG00000168003
176;ENSG00000167074
177;ENSG00000114439
178;ENSG00000163956
179;ENSG00000120438
180;ENSG00000188130
181;ENSG00000119326
182;ENSG00000023330
183;ENSG00000197381
184;ENSG00000134884
185;ENSG00000141458
186;ENSG00000147162
187;ENSG00000100614
188;ENSG00000145287
189;ENSG00000146232
190;ENSG00000144136
191;ENSG00000008294
192;ENSG00000124225
193;ENSG00000117139
194;ENSG00000128228
195;ENSG00000116754
196;ENSG00000106829
197;ENSG00000129351
198;ENSG00000142192
199;ENSG00000102265
200;ENSG00000176890
201;ENSG00000040341
202;ENSG00000184216
203;ENSG00000073008
204;ENSG00000017260
205;ENSG00000091527
206;ENSG00000011454
207;ENSG00000159788
208;ENSG00000116584
209;ENSG00000124120
210;ENSG00000160213
211;ENSG00000129657
212;ENSG00000197555
213;ENSG00000112739
214;ENSG00000132950
215;ENSG00000214063
216;ENSG00000168209
217;ENSG00000169905
218;ENSG00000100526
219;ENSG00000025770
220;ENSG00000170791
221;ENSG00000134109
222;ENSG00000010295
223;ENSG00000197563
224;ENSG00000187239
225;ENSG00000104064
226;ENSG00000086102
227;ENSG00000124783
228;ENSG00000143179
229;ENSG00000112118
230;ENSG00000110066
231;ENSG00000154743
232;ENSG00000100034
233;ENSG00000103550
234;ENSG00000198301
235;ENSG00000101236
236;ENSG00000110321
237;ENSG00000161800
238;ENSG00000177595
239;ENSG00000168066
240;ENSG00000166233
241;ENSG00000142949
242;ENSG00000197321
243;ENSG00000106804
244;ENSG00000142227
245;ENSG00000171223
246;ENSG00000137834
247;ENSG00000094916
248;ENSG00000060237
249;ENSG00000145050
250;ENSG00000004478
251;ENSG00000154642
252;ENSG00000175591
253;ENSG00000105939
254;ENSG00000171453
255;ENSG00000164828
256;ENSG00000197771
257;ENSG00000115520
258;ENSG00000140718
259;ENSG00000099204
260;ENSG00000117308
261;ENSG00000169155
262;ENSG00000169641
263;ENSG00000170606
264;ENSG00000080839
265;ENSG00000136261
266;ENSG00000085117
267;ENSG00000170312
268;ENSG00000164070
269;ENSG00000160299
270;ENSG00000107937
271;ENSG00000070010
272;ENSG00000125354
273;ENSG00000131470
274;ENSG00000101040
275;ENSG00000118482
276;ENSG00000072310
